Invoice date,Amount line,Product ID,Account Name,Billing Addresses,Category,Year,Month,Quarter
2017-01-03,56.75,0102,johnson controls,"Cork, Ireland",Tooling,2017,1,1
2017-01-03,38.04,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-03,74.9,0103,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-03,76.84,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-03,5.97,0101,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-03,178.3,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-03,146.47,0016,dow inc.,"Midland, Michigan",Manufacturing,2017,1,1
2017-01-03,123.26,0013,dow inc.,"Midland, Michigan",Manufacturing,2017,1,1
2017-01-03,12.91,0102,charter communications,"Stamford, Connecticut",Tooling,2017,1,1
2017-01-03,12.93,0102,kraft heinz,"Chicago, Illinois; Pittsburgh, Pennsylvania",Tooling,2017,1,1
2017-01-03,2070.31,0103,ralph lauren corporation,"New York City, New York",Tooling,2017,1,1
2017-01-03,167.29,0103,conocophillips,"Houston, Texas",Tooling,2017,1,1
2017-01-03,719.19,0103,blackstone,"New York City, New York",Tooling,2017,1,1
2017-01-03,37.5,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-03,111.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-03,36.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-03,145.5,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-03,185.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-03,150.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-03,412.5,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-04,220.26,0102,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-04,95.14,0102,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-04,768.72,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-04,2.87,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-04,63.39,0102,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-04,148.03,0102,masco,"Livonia, Michigan",Tooling,2017,1,1
2017-01-04,24.42,0102,masco,"Livonia, Michigan",Tooling,2017,1,1
2017-01-04,114.0,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-04,73.02,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-04,0.94,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-04,1.89,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-04,142.32,0101,campbell soup company,"Camden, New Jersey",Tooling,2017,1,1
2017-01-04,158.0,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-04,520.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-04,587.72,0101,campbell soup company,"Camden, New Jersey",Tooling,2017,1,1
2017-01-04,760.84,0103,blackstone,"New York City, New York",Tooling,2017,1,1
2017-01-04,49.66,0102,ralph lauren corporation,"New York City, New York",Tooling,2017,1,1
2017-01-04,1341.47,0103,ralph lauren corporation,"New York City, New York",Tooling,2017,1,1
2017-01-04,29.22,0014,pinnacle west,"Phoenix, Arizona",Manufacturing,2017,1,1
2017-01-04,110.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-04,340.01,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-04,531.6,0103,qualcomm,"San Diego, California",Tooling,2017,1,1
2017-01-04,136.4,0103,qualcomm,"San Diego, California",Tooling,2017,1,1
2017-01-04,151.4,0014,yum! brands,"Louisville, Kentucky",Manufacturing,2017,1,1
2017-01-04,344.04,0014,yum! brands,"Louisville, Kentucky",Manufacturing,2017,1,1
2017-01-05,2.2,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-05,5.56,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-05,141.96,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-05,7.79,0101,american water works,"Camden, New Jersey",Tooling,2017,1,1
2017-01-05,367.9,0016,dow inc.,"Midland, Michigan",Manufacturing,2017,1,1
2017-01-05,71.05,0016,micron technology,"Boise, Idaho",Manufacturing,2017,1,1
2017-01-05,65.5,0101,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-05,18.92,0101,royal caribbean group,"Miami, Florida",Tooling,2017,1,1
2017-01-05,807.0,0013,willis towers watson,"London, United Kingdom",Manufacturing,2017,1,1
2017-01-05,561.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-05,150.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-05,118.4,0013,w. w. grainger,"Lake Forest, Illinois",Manufacturing,2017,1,1
2017-01-06,23.52,0102,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-06,14.06,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-06,31.57,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-06,45.54,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-06,409.71,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-06,87.02,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-06,17.57,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-06,215.88,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-06,37.3,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-06,42.02,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-06,158.06,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-06,347.4,0102,charter communications,"Stamford, Connecticut",Tooling,2017,1,1
2017-01-06,26.07,0103,hasbro,"Pawtucket, Rhode Island",Tooling,2017,1,1
2017-01-06,562.38,0013,healthpeak,"Long Beach, California",Manufacturing,2017,1,1
2017-01-06,447.5,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-06,242.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-06,2380.0,0014,broadridge financial solutions,"Lake Success, New York",Manufacturing,2017,1,1
2017-01-09,40.22,0103,valero energy,"San Antonio, Texas",Tooling,2017,1,1
2017-01-09,367.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-09,225.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-09,265.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-09,50.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-09,151.0,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-09,104.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-09,1375.2,0103,ralph lauren corporation,"New York City, New York",Tooling,2017,1,1
2017-01-09,90.0,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-09,148.5,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-10,11.37,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-10,126.16,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-10,16.47,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-10,1.88,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-10,25.3,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-10,6.13,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-10,253.36,0102,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-10,372.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-10,577.46,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-10,310.0,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-10,469.5,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-11,16.5,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-11,30.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-11,2177.1,0014,vici properties,"New York City, New York",Manufacturing,2017,1,1
2017-01-12,9.54,0103,hasbro,"Pawtucket, Rhode Island",Tooling,2017,1,1
2017-01-12,34.38,0103,hasbro,"Pawtucket, Rhode Island",Tooling,2017,1,1
2017-01-12,133.56,0103,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-12,41.4,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-12,239.6,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-12,5.36,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-12,5.52,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-12,36.4,0101,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-12,195.12,0101,robert half,"Menlo Park, California",Tooling,2017,1,1
2017-01-12,100.56,0103,ch robinson,"Eden Prairie, Minnesota",Tooling,2017,1,1
2017-01-12,35.64,0103,ch robinson,"Eden Prairie, Minnesota",Tooling,2017,1,1
2017-01-12,9.9,0101,american water works,"Camden, New Jersey",Tooling,2017,1,1
2017-01-12,668.13,0016,dow inc.,"Midland, Michigan",Manufacturing,2017,1,1
2017-01-12,272.5,0101,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-12,66.84,0101,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-12,280.41,0016,newmont,"Denver, Colorado",Manufacturing,2017,1,1
2017-01-12,30.19,0016,lyondellbasell,"Rotterdam, Netherlands",Manufacturing,2017,1,1
2017-01-12,73.32,0101,campbell soup company,"Camden, New Jersey",Tooling,2017,1,1
2017-01-12,898.96,0103,ralph lauren corporation,"New York City, New York",Tooling,2017,1,1
2017-01-12,446.94,0102,ralph lauren corporation,"New York City, New York",Tooling,2017,1,1
2017-01-12,536.38,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-12,1694.91,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-12,1106.87,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-13,159.75,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-13,3.14,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-13,27.46,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-13,83.84,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-13,10.24,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-13,246.4,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-13,8.6,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-13,1243.28,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-13,468.15,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-13,149.39,0014,healthpeak,"Long Beach, California",Manufacturing,2017,1,1
2017-01-13,40.17,0013,healthpeak,"Long Beach, California",Manufacturing,2017,1,1
2017-01-13,300.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-13,810.78,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-13,859.37,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-16,46.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-16,103.17,0013,dow inc.,"Midland, Michigan",Manufacturing,2017,1,1
2017-01-16,833.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-16,202.98,0013,healthpeak,"Long Beach, California",Manufacturing,2017,1,1
2017-01-16,320.32,0103,qualcomm,"San Diego, California",Tooling,2017,1,1
2017-01-16,708.8,0103,qualcomm,"San Diego, California",Tooling,2017,1,1
2017-01-17,6.32,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-17,193.35,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-17,108.74,0102,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-17,36.76,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-17,25.32,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-17,20.21,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-17,1.42,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-17,32.0,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-17,20.43,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-17,48.75,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-17,51.86,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-17,50.87,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-17,116.6,0102,masco,"Livonia, Michigan",Tooling,2017,1,1
2017-01-17,269.27,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-17,119.0,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-17,1386.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-17,1161.0,0103,goldman sachs,"New York City, New York",Tooling,2017,1,1
2017-01-18,82.35,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-18,239.5,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-18,59.58,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-18,344.0,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-18,1488.69,0103,ralph lauren corporation,"New York City, New York",Tooling,2017,1,1
2017-01-18,748.8,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-18,663.79,0103,ralph lauren corporation,"New York City, New York",Tooling,2017,1,1
2017-01-19,70.38,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-19,66.9,0016,lyondellbasell,"Rotterdam, Netherlands",Manufacturing,2017,1,1
2017-01-19,66.9,0016,lyondellbasell,"Rotterdam, Netherlands",Manufacturing,2017,1,1
2017-01-19,59.76,0016,lyondellbasell,"Rotterdam, Netherlands",Manufacturing,2017,1,1
2017-01-19,59.76,0016,lyondellbasell,"Rotterdam, Netherlands",Manufacturing,2017,1,1
2017-01-19,322.92,0016,visa inc.,"San Francisco, California",Manufacturing,2017,1,1
2017-01-19,539.37,0016,dow inc.,"Midland, Michigan",Manufacturing,2017,1,1
2017-01-19,775.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-19,10.5,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-19,137.69,0014,yum! brands,"Louisville, Kentucky",Manufacturing,2017,1,1
2017-01-19,668.14,0103,blackstone,"New York City, New York",Tooling,2017,1,1
2017-01-19,1328.31,0103,ralph lauren corporation,"New York City, New York",Tooling,2017,1,1
2017-01-20,67.9,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-20,9.24,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-20,80.96,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-20,4.08,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-20,5.06,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-20,5.64,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-20,187.11,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-20,68.09,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-20,633.74,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-20,157.28,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-20,44.6,0101,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-20,199.07,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-20,58.9,0101,american water works,"Camden, New Jersey",Tooling,2017,1,1
2017-01-20,317.16,0016,newmont,"Denver, Colorado",Manufacturing,2017,1,1
2017-01-20,24.18,0016,lyondellbasell,"Rotterdam, Netherlands",Manufacturing,2017,1,1
2017-01-20,278.45,0016,lyondellbasell,"Rotterdam, Netherlands",Manufacturing,2017,1,1
2017-01-20,32.04,0101,epam systems,"Newtown, Pennsylvania",Tooling,2017,1,1
2017-01-20,27.16,0014,abbott,"North Chicago, Illinois",Manufacturing,2017,1,1
2017-01-20,171.0,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-20,105.5,0101,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-20,31.0,0101,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-20,1202.1,0016,netflix,"Los Gatos, California",Manufacturing,2017,1,1
2017-01-23,59.35,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-23,144.64,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-23,6.09,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-23,37.67,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-23,21.09,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-23,131.64,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-23,105.89,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-23,182.3,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-23,175.21,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-23,308.71,0102,charter communications,"Stamford, Connecticut",Tooling,2017,1,1
2017-01-23,337.5,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-23,107.0,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-23,59.0,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-23,440.1,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-23,293.4,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-23,480.08,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-23,722.38,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-23,518.3,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-23,191.07,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-24,67.5,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-24,108.0,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-24,102.95,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-24,110.05,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-24,12.17,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-24,7.16,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-24,86.96,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-24,58.9,0102,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-24,66.91,0102,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-24,479.8,0014,healthpeak,"Long Beach, California",Manufacturing,2017,1,1
2017-01-24,245.86,0013,healthpeak,"Long Beach, California",Manufacturing,2017,1,1
2017-01-24,436.16,0014,healthpeak,"Long Beach, California",Manufacturing,2017,1,1
2017-01-24,360.74,0016,kenvue,"Skillman, New Jersey",Manufacturing,2017,1,1
2017-01-24,145.2,0013,kenvue,"Skillman, New Jersey",Manufacturing,2017,1,1
2017-01-24,544.5,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-24,241.31,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-24,13.22,0103,robert half,"Menlo Park, California",Tooling,2017,1,1
2017-01-24,20.2,0102,charter communications,"Stamford, Connecticut",Tooling,2017,1,1
2017-01-24,93.5,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-24,6.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-24,7.5,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-24,882.08,0013,w. w. grainger,"Lake Forest, Illinois",Manufacturing,2017,1,1
2017-01-25,72.98,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-25,21.77,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-25,66.78,0103,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-25,113.0,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-25,26.49,0014,vici properties,"New York City, New York",Manufacturing,2017,1,1
2017-01-25,147.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-25,72.0,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-25,27.24,0014,dow inc.,"Midland, Michigan",Manufacturing,2017,1,1
2017-01-25,124.15,0102,ralph lauren corporation,"New York City, New York",Tooling,2017,1,1
2017-01-25,911.13,0103,ralph lauren corporation,"New York City, New York",Tooling,2017,1,1
2017-01-25,243.0,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-25,218.25,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-25,156.6,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-25,20.96,0014,yum! brands,"Louisville, Kentucky",Manufacturing,2017,1,1
2017-01-25,224.1,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-25,317.28,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-25,133.77,0102,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-26,25.76,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-26,5.5,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-26,12.96,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-26,14.8,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-26,0.92,0101,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-26,63.4,0101,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-26,141.46,0101,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-26,84.0,0101,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-26,19.15,0101,american water works,"Camden, New Jersey",Tooling,2017,1,1
2017-01-26,15.58,0101,american water works,"Camden, New Jersey",Tooling,2017,1,1
2017-01-26,205.39,0016,dow inc.,"Midland, Michigan",Manufacturing,2017,1,1
2017-01-26,760.0,0101,campbell soup company,"Camden, New Jersey",Tooling,2017,1,1
2017-01-26,82.28,0101,campbell soup company,"Camden, New Jersey",Tooling,2017,1,1
2017-01-26,257.88,0016,booking holdings,"Norwalk, Connecticut",Manufacturing,2017,1,1
2017-01-26,2002.0,0014,gartner,"Stamford, Connecticut",Manufacturing,2017,1,1
2017-01-26,1025.98,0103,best buy,"Richfield, Minnesota",Tooling,2017,1,1
2017-01-26,531.0,0014,vici properties,"New York City, New York",Manufacturing,2017,1,1
2017-01-26,49.52,0101,royal caribbean group,"Miami, Florida",Tooling,2017,1,1
2017-01-26,8.24,0016,lyondellbasell,"Rotterdam, Netherlands",Manufacturing,2017,1,1
2017-01-26,78.8,0101,nucor,"Charlotte, North Carolina",Tooling,2017,1,1
2017-01-26,76.04,0101,blackstone,"New York City, New York",Tooling,2017,1,1
2017-01-26,102.73,0103,blackstone,"New York City, New York",Tooling,2017,1,1
2017-01-26,315.0,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-26,234.4,0101,cbre group,"Dallas, Texas",Tooling,2017,1,1
2017-01-26,95.04,0016,lyondellbasell,"Rotterdam, Netherlands",Manufacturing,2017,1,1
2017-01-26,249.75,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-26,45.0,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-26,85.14,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-26,94.21,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-26,740.96,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-26,154.35,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-26,243.9,0011,ibm,"Armonk, New York",Manufacturing,2017,1,1
2017-01-26,559.26,0103,ibm,"Armonk, New York",Tooling,2017,1,1
2017-01-27,151.23,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-27,68.73,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-27,228.47,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-27,233.98,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-27,320.92,0102,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-27,17.64,0102,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-27,1.1,0102,agilent technologies,"Santa Clara, California",Tooling,2017,1,1
2017-01-27,65.0,0102,robert half,"Menlo Park, California",Tooling,2017,1,1
2017-01-27,157.67,0103,pinnacle west,"Phoenix, Arizona",Tooling,2017,1,1
2017-01-27,495.36,0103,goldman sachs,"New York City, New York",Tooling,2017,1,1
2017-01-30,12.02,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-30,114.06,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-30,35.78,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-30,38.17,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-30,135.15,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-30,42.93,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-30,51.75,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-30,110.44,0102,boston scientific,"Marlborough, Massachusetts",Tooling,2017,1,1
2017-01-30,31.09,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-30,228.26,0102,fidelity national information services,"Jacksonville, Florida",Tooling,2017,1,1
2017-01-30,84.5,0102,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-30,81.89,0101,linde plc,"Guildford, United Kingdom",Tooling,2017,1,1
2017-01-30,1259.77,0016,dow inc.,"Midland, Michigan",Manufacturing,2017,1,1
2017-01-30,57.22,0016,lyondellbasell,"Rotterdam, Netherlands",Manufacturing,2017,1,1
2017-01-30,91.44,0102,johnson controls,"Cork, Ireland",Tooling,2017,1,1
2017-01-30,91.44,0102,johnson controls,"Cork, Ireland",Tooling,2017,1,1
2017-01-30,83.35,0102,western digital,"San Jose, California",Tooling,2017,1,1
2017-01-30,203.25,0101,robert half,"Menlo Park, California",Tooling,2017,1,1
2017-01-30,58.6,0101,cbre group,"Dallas, Texas",Tooling,2017,1,1
2017-01-30,198.0,0103,ch robinson,"Eden Prairie, Minnesota",Tooling,2017,1,1
